2019-08-31,14199
2019-09-04,7351
2019-09-04,8250
2019-09-04,13650
2019-09-05,13250
2019-09-10,16995
2019-09-10,8300
2019-09-11,15500
2019-09-11,15499
2019-09-12,17300
2019-09-16,8495
2019-09-18,8900
2019-09-20,9240
2019-09-24,13850
2019-09-24,9900
2019-09-24,13650
2019-09-25,13000
2019-09-27,9350
2019-09-30,9400
2019-09-30,11200
2019-10-03,13475
2019-10-03,14499
2019-10-03,17050
2019-10-09,14000
2019-10-09,16400
2019-10-12,12580
2019-10-15,10000
2019-10-15,11150
